user_id,station_id,ts,clicks_1h,clicks_24h,purchases_7d,y
286,13,2025-01-07T20:36:00,2,4,1,0
481,8,2025-01-17T17:18:00,0,9,0,0
446,41,2025-01-17T19:25:00,2,1,0,0
258,41,2025-01-04T03:27:00,0,4,2,0
225,11,2025-01-22T18:15:00,3,9,1,0
337,40,2025-01-10T23:26:00,0,5,0,0
82,29,2025-01-12T14:17:00,2,13,1,0
225,19,2025-01-21T02:29:00,3,6,0,1
325,19,2025-01-18T20:18:00,0,4,0,0
78,37,2025-01-14T12:14:00,1,10,1,0
327,32,2025-01-08T11:28:00,5,9,1,0
364,39,2025-01-01T12:59:00,3,6,0,1
257,14,2025-01-09T19:57:00,2,7,2,0
448,7,2025-01-23T08:17:00,1,6,1,1
349,35,2025-01-11T10:03:00,2,8,0,0
373,7,2025-01-24T15:20:00,4,9,0,1
217,9,2025-01-25T19:21:00,2,7,0,0
378,40,2025-01-30T15:54:00,5,4,1,0
343,16,2025-01-26T23:20:00,0,5,0,0
441,21,2025-01-27T17:17:00,2,6,0,1
434,12,2025-01-12T01:25:00,1,3,0,1
468,42,2025-01-09T06:41:00,2,4,2,0
75,22,2025-01-06T02:25:00,0,2,0,0
493,42,2025-01-05T20:27:00,5,8,0,1
31,34,2025-01-14T11:45:00,3,8,0,0
473,42,2025-01-02T03:17:00,0,7,1,0
314,31,2025-01-30T13:51:00,0,9,0,0
26,35,2025-01-11T02:12:00,1,6,0,0
84,8,2025-01-14T13:45:00,6,12,0,1
499,30,2025-01-05T02:23:00,4,6,0,1
458,10,2025-01-02T12:34:00,3,6,1,1
408,3,2025-01-23T06:52:00,3,8,0,1
423,21,2025-01-31T01:33:00,0,6,0,1
119,11,2025-01-22T08:27:00,2,8,0,0
424,14,2025-01-09T04:52:00,3,10,0,0
20,8,2025-01-14T20:05:00,0,1,1,0
152,32,2025-01-18T01:45:00,1,10,0,1
308,18,2025-01-22T00:27:00,1,5,1,0
378,18,2025-01-20T20:02:00,2,10,0,0
180,24,2025-01-30T09:26:00,0,1,0,1
277,32,2025-01-17T18:09:00,5,11,0,1
298,4,2025-01-09T21:39:00,4,12,2,1
393,24,2025-01-28T01:46:00,1,5,1,0
192,44,2025-01-20T11:25:00,0,3,1,1
47,40,2025-01-10T10:20:00,6,10,0,0
86,12,2025-01-18T18:34:00,4,10,1,1
390,25,2025-01-19T11:23:00,2,5,1,1
282,10,2025-01-09T23:51:00,2,7,1,0
299,19,2025-01-15T17:37:00,0,6,2,0
327,37,2025-01-17T19:22:00,2,7,1,0
388,22,2025-01-20T03:10:00,2,1,1,0
116,24,2025-01-28T13:17:00,0,7,0,1
123,42,2025-01-02T14:43:00,2,8,2,0
246,7,2025-01-03T19:20:00,0,6,0,0
496,13,2025-01-18T00:07:00,3,5,0,1
189,31,2025-01-05T05:20:00,0,5,1,0
477,40,2025-01-23T18:42:00,0,0,0,1
270,30,2025-01-25T02:51:00,0,0,2,0
206,47,2025-01-26T12:56:00,2,5,1,0
48,5,2025-01-13T01:52:00,2,8,1,1
187,20,2025-01-20T06:53:00,1,6,0,1
380,31,2025-01-13T08:01:00,5,13,2,1
159,21,2025-01-31T03:03:00,3,8,0,1
458,8,2025-01-30T21:27:00,2,6,0,1
15,25,2025-01-06T01:53:00,3,13,2,1
273,15,2025-01-05T10:49:00,0,1,1,1
481,16,2025-01-15T19:13:00,0,5,2,1
33,37,2025-01-04T05:42:00,0,0,2,0
67,50,2025-01-19T11:36:00,1,1,1,0
437,19,2025-01-04T18:03:00,4,13,1,1
492,43,2025-01-04T12:08:00,2,5,1,1
203,28,2025-01-07T21:49:00,1,10,1,0
330,28,2025-01-14T16:57:00,2,7,2,1
29,15,2025-01-24T22:21:00,3,1,1,0
315,10,2025-01-12T04:01:00,1,10,0,0
254,19,2025-01-20T15:52:00,1,7,1,0
444,18,2025-01-27T18:02:00,2,6,1,0
53,7,2025-01-11T00:51:00,0,6,0,0
149,42,2025-01-20T16:31:00,1,0,0,1
255,35,2025-01-28T13:51:00,2,6,0,0
384,21,2025-01-21T22:39:00,1,5,0,1
8,18,2025-01-06T04:18:00,1,3,1,1
157,32,2025-01-12T06:37:00,2,11,0,1
312,31,2025-01-12T15:32:00,0,6,2,1
185,10,2025-01-17T20:17:00,2,5,1,0
164,4,2025-01-12T21:33:00,5,9,1,0
60,34,2025-01-16T05:41:00,0,2,0,1
318,23,2025-01-09T00:45:00,0,3,1,1
180,31,2025-01-27T07:09:00,2,7,0,1
259,4,2025-01-19T09:19:00,5,8,0,1
40,28,2025-01-30T06:04:00,4,11,1,0
371,41,2025-01-18T16:24:00,3,11,0,1
273,48,2025-01-31T04:40:00,4,10,1,1
342,8,2025-01-22T06:49:00,3,6,1,0
451,11,2025-01-10T21:00:00,2,8,0,1
2,45,2025-01-11T01:57:00,0,4,1,0
353,30,2025-01-06T14:50:00,3,7,1,1
363,32,2025-01-09T22:01:00,3,10,0,0
93,7,2025-01-15T10:04:00,1,5,0,0
459,31,2025-01-13T04:58:00,4,11,0,0
74,22,2025-01-03T15:03:00,4,8,1,0
407,22,2025-01-11T15:05:00,6,9,1,0
187,23,2025-01-26T05:54:00,0,5,2,1
344,12,2025-01-23T13:38:00,2,10,0,0
51,28,2025-01-04T14:02:00,2,8,1,0
326,5,2025-01-12T05:27:00,1,5,1,1
392,44,2025-01-03T08:26:00,2,9,1,0
398,19,2025-01-06T01:08:00,2,8,0,0
465,3,2025-01-26T17:10:00,0,5,1,0
243,4,2025-01-27T12:37:00,1,9,1,1
270,23,2025-01-26T21:41:00,5,4,1,1
487,8,2025-01-20T15:23:00,3,3,1,1
4,40,2025-01-28T11:03:00,2,8,1,0
432,35,2025-01-15T01:25:00,1,10,0,1
2,13,2025-01-21T13:15:00,0,0,0,1
64,7,2025-01-11T11:56:00,2,3,0,0
157,24,2025-01-15T14:03:00,1,9,0,1
468,15,2025-01-17T12:55:00,0,11,0,0
283,47,2025-01-05T22:26:00,0,0,2,1
334,48,2025-01-11T21:46:00,0,4,1,0
144,32,2025-01-23T05:38:00,0,2,1,1
182,15,2025-01-22T11:21:00,3,9,1,0
414,16,2025-01-11T04:19:00,1,2,2,0
253,4,2025-01-30T16:06:00,4,6,1,1
294,5,2025-01-20T22:29:00,0,0,2,1
113,2,2025-01-28T09:51:00,2,9,1,0
118,32,2025-01-23T18:22:00,0,0,3,1
324,42,2025-01-10T22:41:00,2,7,0,1
8,19,2025-01-18T05:18:00,1,5,1,1
139,29,2025-01-14T22:07:00,3,10,0,1
451,21,2025-01-04T02:12:00,2,0,1,0
172,46,2025-01-11T07:02:00,0,9,0,1
417,29,2025-01-08T13:34:00,4,6,1,1
339,39,2025-01-02T08:47:00,2,4,1,0
276,7,2025-01-27T04:48:00,0,1,2,0
481,48,2025-01-13T07:19:00,1,9,2,0
357,47,2025-01-25T20:19:00,2,1,0,1
497,21,2025-01-13T04:19:00,6,13,0,0
190,45,2025-01-16T03:53:00,0,7,0,1
60,47,2025-01-19T05:52:00,0,0,0,0
474,2,2025-01-04T14:09:00,2,9,0,1
378,41,2025-01-25T20:33:00,4,10,1,1
403,18,2025-01-21T01:22:00,0,7,1,1
151,3,2025-01-02T08:34:00,1,8,1,0
271,14,2025-01-14T18:58:00,1,2,0,0
145,36,2025-01-27T18:33:00,0,1,0,0
31,6,2025-01-10T02:10:00,0,4,0,1
260,8,2025-01-09T02:22:00,1,4,1,0
191,4,2025-01-26T16:15:00,1,3,0,1
174,2,2025-01-21T07:42:00,5,4,2,1
222,44,2025-01-13T19:51:00,0,5,2,0
450,13,2025-01-05T22:53:00,0,1,2,1
127,8,2025-01-27T21:48:00,0,5,1,1
212,33,2025-01-12T21:24:00,3,6,0,0
330,33,2025-01-28T22:56:00,3,6,0,0
117,12,2025-01-24T11:24:00,2,6,2,1
228,41,2025-01-07T02:42:00,1,10,0,0
305,46,2025-01-08T11:36:00,2,3,0,0
440,18,2025-01-14T22:57:00,6,9,0,0
295,43,2025-01-15T10:05:00,0,8,1,0
452,38,2025-01-08T08:56:00,0,3,0,0
10,42,2025-01-23T00:33:00,2,3,0,0
412,17,2025-01-27T08:57:00,0,5,0,1
76,23,2025-01-06T09:48:00,0,2,0,0
293,29,2025-01-15T06:54:00,0,6,0,1
30,45,2025-01-29T02:57:00,2,7,1,1
130,9,2025-01-16T22:06:00,0,2,1,0
255,1,2025-01-25T11:56:00,2,3,1,1
322,24,2025-01-31T00:48:00,0,7,1,0
423,27,2025-01-23T09:40:00,3,8,0,0
470,8,2025-01-13T16:45:00,5,11,1,0
70,24,2025-01-02T03:57:00,1,3,1,1
328,40,2025-01-29T16:28:00,3,6,1,1
323,14,2025-01-23T15:52:00,1,12,2,1
376,22,2025-01-31T02:53:00,0,6,2,1
424,22,2025-01-13T16:32:00,2,6,1,0
461,22,2025-01-11T03:43:00,2,2,2,1
271,41,2025-01-07T20:05:00,0,5,0,0
485,46,2025-01-26T14:33:00,0,3,1,0
219,26,2025-01-02T08:57:00,2,13,1,0
96,50,2025-01-22T11:33:00,0,7,0,0
308,19,2025-01-10T06:40:00,1,5,2,1
53,28,2025-01-17T11:37:00,2,10,1,0
143,32,2025-01-06T03:58:00,0,6,2,1
484,44,2025-01-20T19:50:00,1,5,1,1
311,12,2025-01-17T00:01:00,3,8,1,1
32,31,2025-01-29T18:32:00,0,4,0,0
101,14,2025-01-15T08:16:00,3,4,2,1
119,12,2025-01-21T00:04:00,0,2,1,0
283,1,2025-01-05T10:37:00,1,1,0,0
61,42,2025-01-09T06:38:00,0,3,1,1
55,35,2025-01-08T10:03:00,0,1,1,0
303,23,2025-01-05T16:44:00,4,8,1,1
417,48,2025-01-04T01:03:00,4,8,0,1
297,17,2025-01-08T08:24:00,3,15,0,0
370,31,2025-01-17T14:12:00,4,5,1,1
257,20,2025-01-18T20:25:00,2,11,1,1
167,4,2025-01-12T10:07:00,7,12,1,1
351,6,2025-01-21T23:49:00,0,2,0,0
169,23,2025-01-10T08:07:00,3,10,0,0
325,20,2025-01-24T14:10:00,2,10,0,1
363,32,2025-01-28T03:32:00,4,5,1,0
441,39,2025-01-04T22:34:00,3,2,2,0
246,17,2025-01-23T23:47:00,2,4,0,1
195,46,2025-01-08T20:39:00,0,1,1,1
384,19,2025-01-05T21:35:00,1,2,2,1
147,2,2025-01-13T08:13:00,5,12,0,1
305,50,2025-01-14T01:38:00,2,11,0,1
187,29,2025-01-25T09:55:00,3,6,0,1
41,38,2025-01-10T20:50:00,0,9,0,1
166,33,2025-01-15T02:01:00,0,7,1,0
245,4,2025-01-03T10:35:00,1,1,2,1
98,6,2025-01-21T20:37:00,0,10,2,1
484,7,2025-01-21T14:23:00,2,9,1,0
23,6,2025-01-01T14:13:00,5,13,0,1
424,36,2025-01-29T09:28:00,4,3,1,0
8,1,2025-01-20T06:18:00,4,10,0,1
475,26,2025-01-03T17:53:00,3,11,2,0
175,35,2025-01-03T05:14:00,3,3,2,1
16,3,2025-01-15T02:46:00,1,7,0,1
58,37,2025-01-16T06:14:00,0,0,2,0
426,10,2025-01-23T06:23:00,0,7,1,0
475,49,2025-01-23T20:00:00,4,8,0,1
258,22,2025-01-18T10:43:00,3,10,1,1
206,17,2025-01-03T22:08:00,0,9,0,0
57,50,2025-01-23T17:25:00,1,7,1,1
256,7,2025-01-06T14:29:00,1,9,1,0
285,2,2025-01-04T18:37:00,0,3,1,0
286,11,2025-01-19T14:32:00,0,5,1,1
139,47,2025-01-14T12:25:00,3,9,2,0
474,17,2025-01-07T22:19:00,1,2,0,1
178,3,2025-01-04T06:46:00,1,7,0,1
395,12,2025-01-20T00:36:00,0,4,2,1
131,5,2025-01-20T00:54:00,1,1,1,0
3,29,2025-01-18T17:24:00,1,4,0,0
462,17,2025-01-11T08:15:00,0,6,2,1
334,30,2025-01-19T03:33:00,1,6,1,0
402,6,2025-01-16T00:11:00,5,11,0,0
235,23,2025-01-06T09:06:00,1,2,3,0
284,17,2025-01-09T11:32:00,0,4,0,0
220,31,2025-01-23T06:42:00,2,3,0,0
82,12,2025-01-26T12:16:00,2,4,1,1
326,38,2025-01-08T04:58:00,2,8,2,0
274,15,2025-01-10T06:23:00,0,7,1,0
459,34,2025-01-27T13:23:00,4,11,2,0
414,19,2025-01-22T12:15:00,0,1,0,0
277,2,2025-01-05T10:57:00,3,12,0,1
273,14,2025-01-20T05:13:00,2,7,0,1
422,43,2025-01-03T02:02:00,3,2,1,1
335,26,2025-01-12T07:11:00,0,5,0,1
453,40,2025-01-06T03:21:00,1,8,2,0
212,10,2025-01-27T09:22:00,0,8,0,0
383,13,2025-01-18T21:21:00,2,6,1,0
263,32,2025-01-09T21:21:00,5,7,0,0
185,3,2025-01-26T08:17:00,6,10,0,1
287,30,2025-01-10T15:09:00,3,2,1,1
431,35,2025-01-10T10:33:00,0,3,1,1
3,28,2025-01-19T01:26:00,1,8,0,0
437,46,2025-01-26T23:33:00,2,7,2,1
416,21,2025-01-30T22:05:00,1,5,0,0
255,3,2025-01-18T19:13:00,1,11,0,0
3,19,2025-01-14T04:43:00,0,5,2,1
284,16,2025-01-03T23:00:00,1,6,0,1
435,30,2025-01-20T16:42:00,1,7,1,0
165,41,2025-01-03T14:32:00,2,6,0,0
252,22,2025-01-14T22:20:00,0,5,0,1
249,20,2025-01-02T10:36:00,0,7,0,0
177,21,2025-01-11T12:20:00,2,9,1,1
432,24,2025-01-03T21:15:00,3,9,0,0
284,33,2025-01-22T21:42:00,0,0,0,1
444,40,2025-01-06T19:28:00,4,6,1,0
421,19,2025-01-05T23:13:00,5,15,1,1
474,3,2025-01-13T20:12:00,1,3,0,0
109,14,2025-01-08T08:14:00,0,5,2,1
458,38,2025-01-13T09:42:00,0,6,1,0
78,44,2025-01-18T03:44:00,2,8,3,1
102,27,2025-01-03T09:33:00,0,5,1,0
106,40,2025-01-14T20:29:00,1,4,0,1
114,28,2025-01-19T01:17:00,0,2,0,0
348,45,2025-01-10T04:56:00,3,9,0,0
500,18,2025-01-18T07:13:00,4,7,1,1
164,7,2025-01-14T16:37:00,0,6,0,0
317,36,2025-01-27T16:21:00,0,5,1,1
66,13,2025-01-01T16:33:00,1,11,1,1
269,41,2025-01-12T05:23:00,4,11,1,1
372,46,2025-01-31T07:45:00,2,7,2,1
428,35,2025-01-21T03:42:00,3,6,0,0
79,25,2025-01-03T06:46:00,1,2,0,0
219,13,2025-01-20T03:27:00,0,4,2,0
432,36,2025-01-25T06:22:00,3,7,1,1
16,6,2025-01-29T00:52:00,2,3,1,1
352,30,2025-01-17T19:19:00,4,11,0,1
339,41,2025-01-31T04:40:00,2,4,1,0
352,12,2025-01-24T08:07:00,1,5,0,1
8,25,2025-01-19T11:45:00,3,5,1,0
250,38,2025-01-03T11:16:00,0,10,0,1
166,33,2025-01-02T09:22:00,0,7,0,1
147,7,2025-01-29T03:32:00,0,2,0,1
286,4,2025-01-25T12:10:00,2,10,2,0
454,47,2025-01-13T02:19:00,1,9,0,0
409,18,2025-01-25T15:15:00,2,9,1,1
355,30,2025-01-30T04:56:00,2,7,1,0
353,2,2025-01-20T13:19:00,1,1,0,0
311,37,2025-01-23T00:30:00,0,3,0,0
5,45,2025-01-10T23:10:00,0,5,2,0
431,16,2025-01-21T07:18:00,3,9,1,0
148,6,2025-01-16T12:25:00,2,4,0,1
376,29,2025-01-10T10:45:00,1,3,2,1
343,22,2025-01-18T23:28:00,3,7,0,0
127,13,2025-01-06T09:28:00,0,5,0,1
333,40,2025-01-23T01:39:00,1,6,0,0
226,34,2025-01-13T19:32:00,1,3,2,0
230,19,2025-01-19T19:46:00,3,7,0,0
163,28,2025-01-16T22:35:00,0,3,0,1
172,36,2025-01-20T12:50:00,0,6,1,0
83,9,2025-01-20T10:46:00,0,5,0,1
397,17,2025-01-06T01:49:00,2,8,0,0
344,35,2025-01-25T06:06:00,2,9,1,1
385,39,2025-01-25T05:09:00,1,7,0,0
379,27,2025-01-09T19:56:00,0,2,1,0
191,32,2025-01-13T13:28:00,1,5,1,0
41,46,2025-01-15T05:35:00,3,4,0,0
3,42,2025-01-19T11:35:00,5,10,1,0
438,25,2025-01-30T07:26:00,3,4,0,0
291,6,2025-01-01T14:56:00,2,7,0,1
166,20,2025-01-16T19:10:00,6,8,1,1
266,18,2025-01-19T13:03:00,4,12,0,0
354,11,2025-01-01T12:38:00,3,6,1,0
282,37,2025-01-24T09:10:00,4,7,1,1
491,13,2025-01-08T12:24:00,6,16,0,1
454,7,2025-01-03T10:04:00,1,4,0,0
34,8,2025-01-23T20:19:00,4,11,0,1
487,2,2025-01-19T20:42:00,1,7,0,0
126,20,2025-01-27T12:23:00,0,0,0,0
352,23,2025-01-04T02:29:00,5,3,0,1
135,6,2025-01-05T01:13:00,2,6,0,0
99,46,2025-01-26T08:07:00,0,4,0,0
473,21,2025-01-26T23:47:00,3,7,0,1
166,11,2025-01-25T10:15:00,1,0,1,0
51,26,2025-01-13T19:02:00,1,5,0,0
309,32,2025-01-22T04:14:00,1,3,1,0
500,10,2025-01-28T07:52:00,1,3,0,0
256,45,2025-01-30T14:55:00,1,0,4,0
483,30,2025-01-07T05:25:00,1,10,0,0
77,48,2025-01-24T12:59:00,2,12,2,1
322,43,2025-01-04T17:20:00,4,9,0,0
315,33,2025-01-08T20:16:00,0,3,0,1
258,9,2025-01-20T14:45:00,0,7,0,1
471,50,2025-01-09T12:32:00,1,9,2,1
294,37,2025-01-05T08:46:00,0,9,0,1
180,25,2025-01-17T06:35:00,4,7,1,1
136,18,2025-01-03T21:01:00,1,2,2,1
334,14,2025-01-04T13:40:00,3,7,0,1
478,29,2025-01-25T21:41:00,1,1,0,1
242,14,2025-01-06T22:54:00,2,8,0,1
158,41,2025-01-08T06:13:00,4,11,1,0
500,36,2025-01-24T07:50:00,0,2,0,0
190,2,2025-01-21T12:54:00,3,8,0,1
67,25,2025-01-11T05:21:00,2,9,2,0
450,13,2025-01-07T05:59:00,0,6,2,0
27,17,2025-01-23T16:23:00,4,9,2,1
226,39,2025-01-24T20:49:00,0,5,2,1
302,40,2025-01-21T02:45:00,2,5,0,0
186,18,2025-01-13T12:24:00,4,11,0,0
469,24,2025-01-21T22:06:00,6,9,1,0
381,39,2025-01-02T03:30:00,4,12,0,0
161,11,2025-01-23T06:06:00,3,6,1,0
491,7,2025-01-17T18:26:00,0,1,1,0
229,37,2025-01-11T16:43:00,4,10,0,0
197,5,2025-01-29T09:07:00,3,3,1,0
73,8,2025-01-02T06:16:00,3,3,1,1
313,50,2025-01-26T23:00:00,0,9,0,0
238,4,2025-01-01T13:27:00,0,8,1,0
28,42,2025-01-20T12:43:00,2,10,3,0
428,25,2025-01-28T13:15:00,2,11,0,0
86,46,2025-01-23T23:52:00,1,11,0,1
264,44,2025-01-29T03:23:00,0,5,2,1
134,49,2025-01-10T17:27:00,0,4,0,0
99,47,2025-01-05T17:58:00,0,9,0,0
410,8,2025-01-28T08:29:00,1,3,0,1
498,49,2025-01-30T23:46:00,0,7,0,1
295,46,2025-01-07T18:07:00,2,3,0,0
473,15,2025-01-30T06:51:00,0,6,0,0
459,35,2025-01-08T10:27:00,0,8,1,1
335,35,2025-01-21T02:39:00,0,7,0,1
425,48,2025-01-18T07:43:00,0,8,1,1
236,44,2025-01-18T11:10:00,3,0,0,1
140,1,2025-01-05T00:39:00,3,8,0,0
156,30,2025-01-18T04:17:00,0,7,1,0
235,13,2025-01-07T16:07:00,0,3,1,1
2,28,2025-01-24T23:35:00,1,6,1,0
28,40,2025-01-14T20:21:00,3,6,0,0
326,2,2025-01-20T08:44:00,4,4,1,0
460,30,2025-01-11T08:00:00,3,3,0,0
85,35,2025-01-28T11:26:00,4,9,0,0
77,38,2025-01-10T13:04:00,4,10,0,0
246,8,2025-01-03T15:08:00,1,6,0,0
236,4,2025-01-16T10:15:00,0,3,2,1
438,44,2025-01-22T16:34:00,0,6,1,0
212,29,2025-01-02T19:15:00,0,3,0,0
216,5,2025-01-08T02:26:00,4,13,0,0
251,35,2025-01-24T20:47:00,1,9,1,0
79,17,2025-01-11T04:47:00,0,6,2,0
221,12,2025-01-21T16:14:00,6,10,1,1
400,3,2025-01-27T06:27:00,1,4,0,1
182,2,2025-01-06T14:19:00,2,5,1,0
440,10,2025-01-31T06:34:00,5,12,0,1
34,18,2025-01-02T03:24:00,0,3,1,0
158,39,2025-01-30T13:50:00,3,3,1,0
216,21,2025-01-03T21:05:00,0,3,1,1
55,24,2025-01-27T06:39:00,0,6,1,1
452,42,2025-01-29T03:39:00,2,7,0,0
298,2,2025-01-02T12:45:00,1,9,2,1
307,17,2025-01-04T01:31:00,2,2,0,0
115,40,2025-01-12T22:29:00,3,6,0,0
321,5,2025-01-29T15:39:00,3,7,1,1
320,33,2025-01-20T17:15:00,2,6,0,1
493,19,2025-01-15T08:44:00,3,5,0,0
53,31,2025-01-22T13:38:00,0,0,0,1
444,31,2025-01-03T14:46:00,1,5,0,0
79,18,2025-01-01T20:43:00,1,10,0,0
166,45,2025-01-23T08:50:00,5,19,1,1
34,48,2025-01-24T23:53:00,2,6,0,1
396,10,2025-01-15T10:43:00,0,2,0,0
313,18,2025-01-28T04:12:00,3,7,0,0
39,39,2025-01-27T09:25:00,2,7,2,1
135,40,2025-01-07T10:14:00,4,8,1,0
273,21,2025-01-27T14:30:00,0,9,0,0
381,24,2025-01-18T04:56:00,1,10,0,1
268,41,2025-01-01T12:34:00,3,9,1,0
399,7,2025-01-18T04:51:00,2,5,0,0
189,16,2025-01-08T11:35:00,3,6,0,1
254,16,2025-01-06T16:14:00,0,6,1,0
113,10,2025-01-14T00:28:00,2,11,1,1
380,31,2025-01-27T13:15:00,3,6,0,1
454,15,2025-01-18T08:16:00,4,9,0,1
369,34,2025-01-03T08:23:00,3,7,0,1
244,44,2025-01-25T22:58:00,3,10,0,1
93,37,2025-01-09T22:44:00,4,5,2,0
323,41,2025-01-17T18:31:00,5,4,0,0
189,23,2025-01-25T20:10:00,4,12,0,0
341,6,2025-01-19T22:29:00,3,7,1,1
70,41,2025-01-21T18:41:00,1,0,1,1
464,19,2025-01-21T12:46:00,0,5,0,1
346,27,2025-01-10T23:03:00,1,4,3,0
242,1,2025-01-25T05:27:00,5,11,1,1
277,38,2025-01-26T09:34:00,1,4,1,0
115,43,2025-01-29T04:11:00,0,8,0,0
389,42,2025-01-23T11:37:00,2,4,1,1
168,25,2025-01-08T08:57:00,3,7,0,1
144,50,2025-01-19T21:28:00,3,4,1,0
376,25,2025-01-06T21:16:00,2,7,2,0
23,47,2025-01-21T00:25:00,0,2,1,1
19,25,2025-01-31T06:44:00,2,5,0,1
75,38,2025-01-24T19:56:00,3,7,0,1
359,32,2025-01-06T03:34:00,2,4,0,0
307,22,2025-01-30T23:26:00,5,8,1,1
298,25,2025-01-29T06:06:00,1,7,0,1
299,44,2025-01-01T09:49:00,0,0,2,0
197,49,2025-01-02T17:55:00,1,5,1,1
382,12,2025-01-10T15:11:00,1,5,1,1
333,22,2025-01-26T17:52:00,1,3,1,0
250,9,2025-01-06T11:20:00,2,5,1,0
254,27,2025-01-11T00:00:00,4,5,1,1
39,44,2025-01-24T06:49:00,3,8,0,1
395,38,2025-01-22T16:14:00,0,3,1,0
134,12,2025-01-06T16:03:00,0,3,1,0
383,31,2025-01-14T01:02:00,0,5,0,0
63,11,2025-01-18T22:06:00,0,8,0,1
352,14,2025-01-06T04:45:00,3,10,2,1
91,46,2025-01-12T11:03:00,3,5,0,1
41,35,2025-01-15T18:45:00,1,4,0,1
196,23,2025-01-07T06:18:00,2,5,0,0
5,37,2025-01-16T23:52:00,2,13,3,1
309,43,2025-01-09T13:33:00,2,5,0,1
279,42,2025-01-02T03:39:00,4,11,1,0
335,36,2025-01-05T11:21:00,2,4,2,1
316,25,2025-01-05T01:57:00,2,5,0,1
458,32,2025-01-08T11:10:00,5,11,0,1
283,1,2025-01-21T01:56:00,1,0,0,0
124,14,2025-01-17T19:51:00,6,12,0,1
35,3,2025-01-15T13:07:00,3,4,0,1
450,24,2025-01-04T17:30:00,3,1,1,1
303,26,2025-01-21T12:00:00,3,13,2,0
77,19,2025-01-01T08:07:00,1,6,1,0
215,27,2025-01-16T16:34:00,2,10,1,1
265,24,2025-01-23T04:51:00,1,8,1,1
360,1,2025-01-02T14:13:00,2,4,0,1
23,6,2025-01-15T10:41:00,0,5,1,1
426,2,2025-01-11T13:55:00,0,2,1,0
262,46,2025-01-14T13:15:00,0,8,0,0
391,42,2025-01-28T12:57:00,3,8,1,1
308,34,2025-01-26T06:04:00,2,6,0,1
250,50,2025-01-17T05:15:00,7,13,3,1
83,25,2025-01-22T08:03:00,0,5,2,0
332,11,2025-01-07T22:46:00,0,0,0,0
310,44,2025-01-20T23:04:00,0,8,0,0
328,32,2025-01-08T19:51:00,6,11,0,1
249,6,2025-01-02T16:37:00,2,4,0,0
386,19,2025-01-05T08:32:00,1,11,0,0
59,44,2025-01-27T19:44:00,6,8,0,1
298,24,2025-01-17T11:53:00,4,9,1,1
10,28,2025-01-27T20:30:00,0,7,2,0
70,29,2025-01-07T15:49:00,0,3,0,0
13,37,2025-01-25T00:45:00,3,7,2,1
221,43,2025-01-14T20:32:00,0,5,1,1
252,4,2025-01-20T19:22:00,3,8,1,0
339,43,2025-01-04T23:40:00,3,12,0,1
15,37,2025-01-17T02:23:00,1,7,0,1
127,29,2025-01-29T06:42:00,5,11,0,1
97,40,2025-01-10T15:00:00,2,12,0,0
14,49,2025-01-26T01:17:00,3,11,0,0
56,9,2025-01-04T02:31:00,2,0,0,1
483,31,2025-01-18T10:43:00,1,9,0,0
285,17,2025-01-17T09:33:00,4,10,0,0
127,37,2025-01-27T17:53:00,0,3,2,0
88,33,2025-01-20T23:46:00,2,8,0,0
129,16,2025-01-25T09:29:00,1,4,0,1
481,44,2025-01-25T23:28:00,2,4,0,0
441,37,2025-01-25T09:54:00,3,8,0,0
452,3,2025-01-16T18:07:00,3,15,0,0
278,15,2025-01-03T17:58:00,2,13,0,1
244,30,2025-01-19T14:55:00,0,2,1,0
377,2,2025-01-16T06:40:00,4,9,1,1
249,19,2025-01-15T06:49:00,0,8,2,0
60,20,2025-01-12T14:02:00,0,4,0,1
60,50,2025-01-30T04:12:00,0,9,0,1
469,30,2025-01-29T18:35:00,3,10,0,0
112,11,2025-01-13T08:52:00,4,7,2,1
41,37,2025-01-03T04:00:00,1,8,0,1
480,17,2025-01-04T04:41:00,1,3,2,0
439,15,2025-01-08T04:10:00,5,8,0,1
329,41,2025-01-20T23:15:00,3,8,0,1
406,1,2025-01-08T14:55:00,1,4,1,1
374,43,2025-01-11T02:51:00,0,5,3,1
135,13,2025-01-14T09:44:00,3,9,0,0
384,36,2025-01-07T20:04:00,1,6,0,0
460,11,2025-01-02T11:29:00,0,5,0,0
376,23,2025-01-15T12:49:00,4,12,0,0
446,20,2025-01-21T21:46:00,6,5,1,1
274,21,2025-01-28T07:07:00,2,9,0,1
445,42,2025-01-25T02:54:00,3,6,0,1
342,24,2025-01-22T21:38:00,0,4,1,1
266,34,2025-01-03T11:35:00,4,5,0,0
20,49,2025-01-07T05:50:00,1,13,1,0
88,28,2025-01-04T07:39:00,0,5,0,0
235,14,2025-01-21T01:58:00,2,5,0,0
98,29,2025-01-07T10:01:00,2,3,1,1
174,1,2025-01-30T21:54:00,2,12,0,1
291,8,2025-01-31T02:55:00,3,9,0,0
102,36,2025-01-19T20:41:00,1,5,2,0
68,45,2025-01-08T16:15:00,0,0,1,1
177,14,2025-01-31T07:58:00,0,3,0,0
46,13,2025-01-19T10:12:00,0,5,0,0
468,47,2025-01-22T21:15:00,2,3,2,1
8,31,2025-01-08T14:36:00,0,7,0,1
356,2,2025-01-12T15:04:00,0,3,0,0
125,29,2025-01-29T01:49:00,0,1,0,0
